value,source,target,sex,year
14.11039,"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013
118.0518,"Other exposure to mechanical forces","Fracture of neck of femur","female",2013
18.79106,"Other exposure to mechanical forces","Poisoning","female",2013
121.046,"Other exposure to mechanical forces","Complications of medical treatment","female",2013
3.121126,"Other exposure to mechanical forces","Spinal cord lesion below neck level","female",2013
4.510999,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus","female",2013
1947.373,"Other exposure to mechanical forces","Open wound","female",2013
1.298887,"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)","female",2013
41.80174,"Other exposure to mechanical forces","Fracture of pelvis","female",2013
658.4254,"Other exposure to mechanical forces","Fracture of hand bone","female",2013
477.1006,"Other exposure to mechanical forces","Contusion","female",2013
148.8682,"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis","female",2013
74.67287,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck","female",2013
11.21653,"Other exposure to mechanical forces","Spinal cord lesion at neck level","female",2013
.015756,"Other exposure to mechanical forces","Non-fatal submersion","female",2013
41.17403,"Other exposure to mechanical forces","Minor traumatic brain injury","female",2013
185.6988,"Other exposure to mechanical forces","Fracture of vertebral column","female",2013
25.09669,"Other exposure to mechanical forces","Fracture of skull","female",2013
4.490528,"Other exposure to mechanical forces","Severe chest Injury","female",2013
50.19163,"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)","female",2013
3.426629,"Other exposure to mechanical forces","Dislocation of hip","female",2013
2.179815,"Other exposure to mechanical forces","Dislocation of knee","female",2013
373.9946,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle","female",2013
46.85779,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury","female",2013
2.510963,"Other exposure to mechanical forces","Fracture of sternum or rib(s)","female",2013
46.35734,"Other exposure to mechanical forces","Fracture of radius or ulna","female",2013
15.00449,"Other exposure to mechanical forces","Crush injury","female",2013
41.30273,"Other exposure to mechanical forces","Fracture of foot bone","female",2013
25.54508,"Other exposure to mechanical forces","Dislocation of shoulder","female",2013
26.67024,"Other exposure to mechanical forces","Amputation of finger (excluding thumb)","female",2013
46.46591,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations","female",2013
3.430765,"Other exposure to mechanical forces","Fracture of face bone","female",2013
40.26624,"Other exposure to mechanical forces","Injured nerves","female",2013
69.17242,"Other exposure to mechanical forces","Multiple significant injuries","female",2013
13.41056,"Other exposure to mechanical forces","Burns with <20% total burned surface area","female",2013
.4394726,"Unintentional suffocation","Dislocation of hip","female",2013
.6141651,"Unintentional suffocation","Fracture of pelvis","female",2013
.0000924,"Unintentional suffocation","Multiple significant injuries","female",2013
2.400402,"Unintentional suffocation","Fracture of radius or ulna","female",2013
.2500128,"Unintentional suffocation","Minor traumatic brain injury","female",2013
.6265845,"Unintentional suffocation","Amputation of finger (excluding thumb)","female",2013
.369171,"Unintentional suffocation","Severe chest Injury","female",2013
1.364131,"Unintentional suffocation","Fracture of skull","female",2013
.9515592,"Unintentional suffocation","Dislocation of shoulder","female",2013
38.59963,"Unintentional suffocation","Open wound","female",2013
11.96121,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle","female",2013
6.119071,"Unintentional suffocation","Fracture of vertebral column","female",2013
.0001641,"Unintentional suffocation","Dislocation of knee","female",2013
.7712871,"Unintentional suffocation","Fracture of femur, other than femoral neck","female",2013
2.189831,"Unintentional suffocation","Complications of medical treatment","female",2013
9.314826,"Unintentional suffocation","Fracture of neck of femur","female",2013
5.459827,"Unintentional suffocation","Poisoning","female",2013
.1125048,"Unintentional suffocation","Crush injury","female",2013
.0000219,"Unintentional suffocation","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013
.3010546,"Unintentional suffocation","Environmental factors (e.g. temperature, pressure, electricity)","female",2013
.01121,"Unintentional suffocation","Fracture of face bone","female",2013
.1198723,"Unintentional suffocation","Burns with <20% total burned surface area","female",2013
.0198303,"Unintentional suffocation","Fracture of clavicle, scapula, or humerus","female",2013
1.349782,"Unintentional suffocation","Contusion","female",2013
.8607746,"Unintentional suffocation","Internal hemorrhage in abdomen or pelvis","female",2013
4.265139,"Unintentional suffocation","Spinal cord lesion at neck level","female",2013
1.534869,"Unintentional suffocation","Moderate to severe traumatic brain injury","female",2013
.0955554,"Unintentional suffocation","Other injuries of muscle & tendon and other dislocations","female",2013
.0865423,"Unintentional suffocation","Non-fatal submersion","female",2013
11.15738,"Unintentional suffocation","Fracture of hand bone","female",2013
.0611048,"Unintentional suffocation","Fracture of sternum or rib(s)","female",2013
28.63937,"Unintentional suffocation","Spinal cord lesion below neck level","female",2013
.1153459,"Unintentional suffocation","Fracture of foot bone","female",2013
.2010389,"Unintentional suffocation","Injured nerves","female",2013
8017.381,"Adverse effects of medical treatment","Complications of medical treatment","female",2013
277.0431,"Other unintentional injuries","Poisoning","female",2013
2.60827,"Other unintentional injuries","Crush injury","female",2013
16.78287,"Other unintentional injuries","Burns with <20% total burned surface area","female",2013
26.41721,"Other unintentional injuries","Multiple significant injuries","female",2013
142.5055,"Other unintentional injuries","Open wound","female",2013
54.46368,"Other unintentional injuries","Fracture of pelvis","female",2013
3.292425,"Other unintentional injuries","Dislocation of knee","female",2013
35.77364,"Other unintentional injuries","Fracture of femur, other than femoral neck","female",2013
12.60528,"Other unintentional injuries","Severe chest Injury","female",2013
150.3919,"Other unintentional injuries","Fracture of neck of femur","female",2013
638.1979,"Other unintentional injuries","Fracture of vertebral column","female",2013
13.13746,"Other unintentional injuries","Dislocation of shoulder","female",2013
10.06044,"Other unintentional injuries","Fracture of skull","female",2013
61.65492,"Other unintentional injuries","Complications of medical treatment","female",2013
5.522522,"Other unintentional injuries","Fracture of sternum or rib(s)","female",2013
.2065431,"Other unintentional injuries","Non-fatal submersion","female",2013
14.56908,"Other unintentional injuries","Other injuries of muscle & tendon and other dislocations","female",2013
44.23848,"Other unintentional injuries","Fracture of radius or ulna","female",2013
1.668535,"Other unintentional injuries","Fracture of clavicle, scapula, or humerus","female",2013
11.83479,"Other unintentional injuries","Injured nerves","female",2013
6.483292,"Other unintentional injuries","Spinal cord lesion below neck level","female",2013
12.36434,"Other unintentional injuries","Minor traumatic brain injury","female",2013
535.7549,"Other unintentional injuries","Fracture of patella, tibia, fibula, or ankle","female",2013
26.31445,"Other unintentional injuries","Fracture of foot bone","female",2013
21.45052,"Other unintentional injuries","Moderate to severe traumatic brain injury","female",2013
79.6293,"Other unintentional injuries","Internal hemorrhage in abdomen or pelvis","female",2013
7.894784,"Other unintentional injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2013
12.56099,"Other unintentional injuries","Spinal cord lesion at neck level","female",2013
9.893822,"Other unintentional injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013
2.282091,"Other unintentional injuries","Injury to eyes (including foreign body eye)","female",2013
.8499121,"Other unintentional injuries","Fracture of face bone","female",2013
1.547514,"Other unintentional injuries","Amputation of finger (excluding thumb)","female",2013
21.19888,"Other unintentional injuries","Dislocation of hip","female",2013
74.83955,"Other unintentional injuries","Contusion","female",2013
79.59093,"Other unintentional injuries","Fracture of hand bone","female",2013
2.187737,"Poisonings","Internal hemorrhage in abdomen or pelvis","female",2013
1.154291,"Poisonings","Multiple significant injuries","female",2013
.0764487,"Poisonings","Fracture of skull","female",2013
.0535815,"Poisonings","Severe chest Injury","female",2013
.326016,"Poisonings","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2013
.025603,"Poisonings","Dislocation of hip","female",2013
2.257941,"Poisonings","Dislocation of shoulder","female",2013
1.191124,"Poisonings","Burns with <20% total burned surface area","female",2013
.7540523,"Poisonings","Environmental factors (e.g. temperature, pressure, electricity)","female",2013
.1499282,"Poisonings","Fracture of radius or ulna","female",2013
.0341126,"Poisonings","Injury to eyes (including foreign body eye)","female",2013
.0551684,"Poisonings","Dislocation of knee","female",2013
.3620429,"Poisonings","Fracture of pelvis","female",2013
.093423,"Poisonings","Fracture of hand bone","female",2013
.0120087,"Poisonings","Crush injury","female",2013
.5347434,"Poisonings","Open wound","female",2013
.5629032,"Poisonings","Moderate to severe traumatic brain injury","female",2013
.0115094,"Poisonings","Fracture of sternum or rib(s)","female",2013
.3097181,"Poisonings","Spinal cord lesion at neck level","female",2013
